datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2010/10/27,1260.278,153.832,354396.54,5217,0,2058,8269,10677.63335
2010/10/28,1463.326,187.24,354605.61,6048.2,1103,2627,9087,11571.76666
2010/10/29,1204.422,195.72,353870.07,5057.2,1075,726,3911,14361.70001
2010/10/30,2152.7,195.32,350305.01,8969.8,2353,614,15303,17608.33336
2010/10/31,1476.43,208.082,353513.2,6098.6,1430,678,5589,16910.16666
2010/11/1,1383.18,187.086,354786.62,5670.2,0,634,8746,13672.99999
2010/11/2,1191.082,186.52,353933.16,4927.4,0,574,5784,13493.3667
2010/11/3,1293.298,176.264,351761.09,5413.8,1021,1108,6529,12896.96667
2010/11/4,2555.146,252.438,350139.21,10794.4,6029,11193,10286,15077.76669
2010/11/5,1736.088,180.498,351036.05,7276.8,0,790,12610,15534.80001
2010/11/6,1805.408,193.958,343339.52,7697,3255,680,9803,16352.13333
2010/11/7,1673.816,174.976,343348.54,7151,1026,621,6943,19306.9333
2010/11/8,1825.54,145.656,342350.01,7737.4,1087,555,13038,15745.66668
2010/11/9,2022.098,154.67,342414.85,8619.8,2097,583,12500,18521.63333
2010/11/10,1946.534,153.472,344282.07,8232,1026,5858,13308,12250.23338
2010/11/11,1773.592,152.188,343769.34,7568,3424,2216,6259,17660.86666
2010/11/12,1836.822,151.144,343926.57,7826.2,2054,489,10308,17762.70003
2010/11/13,2023.174,162.18,344639.15,8524.2,1051,589,13853,18226.56661
2010/11/14,2038.392,203.694,344562.91,8686.6,5344,549,8758,19322.19996
2010/11/15,1747.382,126.716,344950.91,7381,1075,4222,8918,14908.03333
2010/11/16,1509.748,133.598,347324.56,6341.2,0,478,7949,16735.46671
2010/11/17,1582.032,141.916,347691.23,6669,1153,491,8915,15808.19995
2010/11/18,1652.152,206.196,347064.12,7022.8,2175,489,9449,15422.86666
2010/11/19,1570.4,122.928,345667.33,6593,0,483,11914,13776.33332
2010/11/20,2197.006,153.768,346476,9320.2,4367,2947,11433,17869.76664
2010/11/21,900.91,119.624,347299.48,3798.6,0,506,4778,9731.166654
2010/11/22,2041.536,142.354,345883.85,8660.4,4855,2110,10136,16924.60002
2010/11/23,1577.536,137.45,346428.76,6731.2,1871,458,7611,16352.26668
2010/11/24,1796.248,132.46,345644.59,7559.4,1096,2848,12224,13769.46666
2010/11/25,1431.164,116.128,347812.21,6004,1076,426,5072,17278.73334
2010/11/26,1488.104,120.826,303487.57,6259.8,1080,385,9989,13347.73334
