,Entry,Mass,Feature,Feature.1,feature,Feature.2
348,O75486,"35,793",O75486,O75486,O75486,O75486
349,Q7Z4N2,"182,178",Q7Z4N2,Q7Z4N2,Q7Z4N2,Q7Z4N2
350,Q9Y5S1,"85,981",Q9Y5S1,Q9Y5S1,Q9Y5S1,Q9Y5S1
351,Q9HBA0,"98,281",Q9HBA0,Q9HBA0,Q9HBA0,Q9HBA0
352,Q9NQA5,"82,551",Q9NQA5,Q9NQA5,Q9NQA5,Q9NQA5
353,Q9H1D0,"87,286",Q9H1D0,Q9H1D0,Q9H1D0,Q9H1D0
354,Q9NX95,"72,388",Q9NX95,Q9NX95,Q9NX95,Q9NX95
355,Q6PIF2,"24,690",Q6PIF2,Q6PIF2,Q6PIF2,Q6PIF2
356,A1L190,"10,601",A1L190,A1L190,A1L190,A1L190
357,Q0VAF6,"14,405",Q0VAF6,Q0VAF6,Q0VAF6,Q0VAF6
358,Q15431,"114,192",Q15431,Q15431,Q15431,Q15431
359,Q9UQF0,"59,866",Q9UQF0,Q9UQF0,Q9UQF0,Q9UQF0
360,P14868,"57,136",P14868,P14868,P14868,P14868
361,Q6ZW31,"79,793",Q6ZW31,Q6ZW31,Q6ZW31,Q6ZW31
362,P35030,"32,529",P35030,P35030,P35030,P35030
363,A0A0B4J244,"12,614",A0A0B4J244,A0A0B4J244,A0A0B4J244,A0A0B4J244
364,A0A0B4J235,"12,716",A0A0B4J235,A0A0B4J235,A0A0B4J235,A0A0B4J235
365,A0A075B6N2,"12,175",A0A075B6N2,A0A075B6N2,A0A075B6N2,A0A075B6N2
366,Q9BY14,"26,667",Q9BY14,Q9BY14,Q9BY14,Q9BY14
367,Q9P2J5,"134,466",Q9P2J5,Q9P2J5,Q9P2J5,Q9P2J5
368,Q96J42,"39,885",Q96J42,Q96J42,Q96J42,Q96J42
369,Q9BRA2,"13,941",Q9BRA2,Q9BRA2,Q9BRA2,Q9BRA2
370,Q9NUQ3,"60,586",Q9NUQ3,Q9NUQ3,Q9NUQ3,Q9NUQ3
371,P83876,"16,786",P83876,P83876,P83876,P83876
372,Q9NX01,"17,015",Q9NX01,Q9NX01,Q9NX01,Q9NX01
373,Q8N427,"67,270",Q8N427,Q8N427,Q8N427,Q8N427
374,Q6A555,"14,575",Q6A555,Q6A555,Q6A555,Q6A555
375,P53007,"34,013",P53007,P53007,P53007,P53007
376,P07101,"58,600",P07101,P07101,P07101,P07101
377,P63313,"5,026",P63313,P63313,P63313,P63313
378,P62328,"5,053",P62328,P62328,P62328,P62328
379,Q9NUW8,"68,420",Q9NUW8,Q9NUW8,Q9NUW8,Q9NUW8
380,Q96GW9,"66,591",Q96GW9,Q96GW9,Q96GW9,Q96GW9
381,O95551,"40,930",O95551,O95551,O95551,O95551
382,P17643,"60,724",P17643,P17643,P17643,P17643
383,Q2T9J0,"59,309",Q2T9J0,Q2T9J0,Q2T9J0,Q2T9J0
384,O15061,"172,768",O15061,O15061,O15061,O15061
385,O43426,"173,103",O43426,O43426,O43426,O43426
386,P17600,"74,111",P17600,P17600,P17600,P17600
387,O15056,"165,538",O15056,O15056,O15056,O15056
388,Q16143,"14,288",Q16143,Q16143,Q16143,Q16143
389,P23381,"53,165",P23381,P23381,P23381,P23381
390,Q8IYT8,"112,694",Q8IYT8,Q8IYT8,Q8IYT8,Q8IYT8
391,Q96C45,"142,442",Q96C45,Q96C45,Q96C45,Q96C45
392,Q9Y2Z4,"53,199",Q9Y2Z4,Q9Y2Z4,Q9Y2Z4,Q9Y2Z4
393,Q9NUM4,"31,127",Q9NUM4,Q9NUM4,Q9NUM4,Q9NUM4
394,Q9NYV9,"35,118",Q9NYV9,Q9NYV9,Q9NYV9,Q9NYV9
395,Q9NYV8,"36,160",Q9NYV8,Q9NYV8,Q9NYV8,Q9NYV8
396,O75563,"41,217",O75563,O75563,O75563,O75563
397,Q8IX21,"131,873",Q8IX21,Q8IX21,Q8IX21,Q8IX21
398,Q1XH10,"98,148",Q1XH10,Q1XH10,Q1XH10,Q1XH10
399,Q92581,"74,162",Q92581,Q92581,Q92581,Q92581
400,P0DP57,"10,160",P0DP57,P0DP57,P0DP57,P0DP57
401,Q3KNW1,"32,474",Q3KNW1,Q3KNW1,Q3KNW1,Q3KNW1
402,Q14BN4,"95,198",Q14BN4,Q14BN4,Q14BN4,Q14BN4
403,Q9HCE7,"86,114",Q9HCE7,Q9HCE7,Q9HCE7,Q9HCE7
404,Q13485,"60,439",Q13485,Q13485,Q13485,Q13485
405,Q9HBX3,"12,922",Q9HBX3,Q9HBX3,Q9HBX3,Q9HBX3
406,A2RU48,"24,877",A2RU48,A2RU48,A2RU48,A2RU48
407,Q9H4F8,"48,163",Q9H4F8,Q9H4F8,Q9H4F8,Q9H4F8
408,Q9H3U7,"49,674",Q9H3U7,Q9H3U7,Q9H3U7,Q9H3U7
409,Q13884,"58,061",Q13884,Q13884,Q13884,Q13884
410,Q9Y5X1,"66,592",Q9Y5X1,Q9Y5X1,Q9Y5X1,Q9Y5X1
411,Q96KB5,"36,085",Q96KB5,Q96KB5,Q96KB5,Q96KB5
412,Q9NRS6,"38,291",Q9NRS6,Q9NRS6,Q9NRS6,Q9NRS6
413,Q15036,"52,901",Q15036,Q15036,Q15036,Q15036
414,Q9Y5X3,"46,816",Q9Y5X3,Q9Y5X3,Q9Y5X3,Q9Y5X3
415,Q5VWJ9,"49,677",Q5VWJ9,Q5VWJ9,Q5VWJ9,Q5VWJ9
416,Q9UNH7,"46,649",Q9UNH7,Q9UNH7,Q9UNH7,Q9UNH7
417,Q9UNH6,"45,303",Q9UNH6,Q9UNH6,Q9UNH6,Q9UNH6
418,Q9H2Y9,"91,864",Q9H2Y9,Q9H2Y9,Q9H2Y9,Q9H2Y9
419,P00441,"15,936",P00441,P00441,P00441,P00441
420,Q96GP6,"92,384",Q96GP6,Q96GP6,Q96GP6,Q96GP6
421,Q6ZRS2,"343,555",Q6ZRS2,Q6ZRS2,Q6ZRS2,Q6ZRS2
422,Q9C0H9,"127,105",Q9C0H9,Q9C0H9,Q9C0H9,Q9C0H9
423,A1L4H1,"165,743",A1L4H1,A1L4H1,A1L4H1,A1L4H1
424,Q9NP77,"22,574",Q9NP77,Q9NP77,Q9NP77,Q9NP77
425,Q9NY57,"47,883",Q9NY57,Q9NY57,Q9NY57,Q9NY57
426,Q8IZP2,"27,407",Q8IZP2,Q8IZP2,Q8IZP2,Q8IZP2
427,Q9H668,"42,119",Q9H668,Q9H668,Q9H668,Q9H668
428,P0CL83,"23,775",P0CL83,P0CL83,P0CL83,P0CL83
429,P0CL84,"15,630",P0CL84,P0CL84,P0CL84,P0CL84
430,H3BQB6,"30,984",H3BQB6,H3BQB6,H3BQB6,H3BQB6
431,Q9Y6Q2,"83,141",Q9Y6Q2,Q9Y6Q2,Q9Y6Q2,Q9Y6Q2
432,P0DMM9,"34,196",P0DMM9,P0DMM9,P0DMM9,P0DMM9
433,Q93045,"20,828",Q93045,Q93045,Q93045,Q93045
434,Q6NZ63,"28,815",Q6NZ63,Q6NZ63,Q6NZ63,Q6NZ63
435,P61266,"33,245",P61266,P61266,P61266,P61266
436,Q13190,"39,673",Q13190,Q13190,Q13190,Q13190
437,Q9UMX1,"53,947",Q9UMX1,Q9UMX1,Q9UMX1,Q9UMX1
438,G2XKQ0,"11,526",G2XKQ0,G2XKQ0,G2XKQ0,G2XKQ0
439,O75683,"41,450",O75683,O75683,O75683,O75683
440,Q9UGT4,"90,208",Q9UGT4,Q9UGT4,Q9UGT4,Q9UGT4
441,Q96L08,"27,119",Q96L08,Q96L08,Q96L08,Q96L08
442,Q8IYB8,"87,991",Q8IYB8,Q8IYB8,Q8IYB8,Q8IYB8
443,Q7L0J3,"82,695",Q7L0J3,Q7L0J3,Q7L0J3,Q7L0J3
444,Q7L1I2,"77,444",Q7L1I2,Q7L1I2,Q7L1I2,Q7L1I2
445,Q9H5I1,"46,682",Q9H5I1,Q9H5I1,Q9H5I1,Q9H5I1
446,Q8N434,"53,991",Q8N434,Q8N434,Q8N434,Q8N434
447,Q8N4V2,"60,769",Q8N4V2,Q8N4V2,Q8N4V2,Q8N4V2
448,Q9BRV3,"25,030",Q9BRV3,Q9BRV3,Q9BRV3,Q9BRV3
449,Q1ZZU3,"26,739",Q1ZZU3,Q1ZZU3,Q1ZZU3,Q1ZZU3
450,P49588,"106,810",P49588,P49588,P49588,P49588
451,Q8WUJ0,"25,492",Q8WUJ0,Q8WUJ0,Q8WUJ0,Q8WUJ0
452,O00186,"67,764",O00186,O00186,O00186,O00186
453,Q5T5C0,"127,573",Q5T5C0,Q5T5C0,Q5T5C0,Q5T5C0
454,Q9BXA5,"38,698",Q9BXA5,Q9BXA5,Q9BXA5,Q9BXA5
455,Q06330,"55,637",Q06330,Q06330,Q06330,Q06330
456,Q9UH99,"80,311",Q9UH99,Q9UH99,Q9UH99,Q9UH99
457,Q8TAQ9,"40,503",Q8TAQ9,Q8TAQ9,Q8TAQ9,Q8TAQ9
458,Q8TC36,"43,081",Q8TC36,Q8TC36,Q8TC36,Q8TC36
459,Q8NHH1,"87,612",Q8NHH1,Q8NHH1,Q8NHH1,Q8NHH1
460,Q14166,"74,404",Q14166,Q14166,Q14166,Q14166
461,A6NNM8,"93,645",A6NNM8,A6NNM8,A6NNM8,A6NNM8
462,Q9BWV7,"67,336",Q9BWV7,Q9BWV7,Q9BWV7,Q9BWV7
463,Q8N841,"96,401",Q8N841,Q8N841,Q8N841,Q8N841
464,Q6ZT98,"102,999",Q6ZT98,Q6ZT98,Q6ZT98,Q6ZT98
465,A6PVC2,"94,676",A6PVC2,A6PVC2,A6PVC2,A6PVC2
466,Q8NG68,"43,212",Q8NG68,Q8NG68,Q8NG68,Q8NG68
467,P49590,"56,888",P49590,P49590,P49590,P49590
468,Q9C0H2,"57,545",Q9C0H2,Q9C0H2,Q9C0H2,Q9C0H2
469,P12081,"57,411",P12081,P12081,P12081,P12081
470,Q9NNX1,"44,264",Q9NNX1,Q9NNX1,Q9NNX1,Q9NNX1
471,O00294,"60,609",O00294,O00294,O00294,O00294
472,O00295,"58,664",O00295,O00295,O00295,O00295
473,O75386,"49,642",O75386,O75386,O75386,O75386
474,Q9NRJ4,"169,000",Q9NRJ4,Q9NRJ4,Q9NRJ4,Q9NRJ4
475,Q2TAM9,"23,390",Q2TAM9,Q2TAM9,Q2TAM9,Q2TAM9
476,O75896,"12,074",O75896,O75896,O75896,O75896
477,Q5TAX3,"185,166",Q5TAX3,Q5TAX3,Q5TAX3,Q5TAX3
478,Q5VYS8,"171,229",Q5VYS8,Q5VYS8,Q5VYS8,Q5VYS8
479,Q9P2J2,"126,580",Q9P2J2,Q9P2J2,Q9P2J2,Q9P2J2
480,Q9UPX0,"147,089",Q9UPX0,Q9UPX0,Q9UPX0,Q9UPX0
481,A6NH52,"24,111",A6NH52,A6NH52,A6NH52,A6NH52
482,Q9NYZ1,"23,576",Q9NYZ1,Q9NYZ1,Q9NYZ1,Q9NYZ1
483,Q96ET8,"31,105",Q96ET8,Q96ET8,Q96ET8,Q96ET8
484,A0A0B4J264,"13,297",A0A0B4J264,A0A0B4J264,A0A0B4J264,A0A0B4J264
485,A0JD32,"13,278",A0JD32,A0JD32,A0JD32,A0JD32
486,A0A0B4J240,"12,852",A0A0B4J240,A0A0B4J240,A0A0B4J240,A0A0B4J240
487,A0A0B4J248,"11,926",A0A0B4J248,A0A0B4J248,A0A0B4J248,A0A0B4J248
488,A0A0B4J238,"11,863",A0A0B4J238,A0A0B4J238,A0A0B4J238,A0A0B4J238
489,A0A0A6YYC5,"12,931",A0A0A6YYC5,A0A0A6YYC5,A0A0A6YYC5,A0A0A6YYC5
490,A0A0A6YYK6,"12,578",A0A0A6YYK6,A0A0A6YYK6,A0A0A6YYK6,A0A0A6YYK6
491,A0A0B4J275,"12,500",A0A0B4J275,A0A0B4J275,A0A0B4J275,A0A0B4J275
492,A0A075B6X5,"12,414",A0A075B6X5,A0A075B6X5,A0A075B6X5,A0A075B6X5
493,A0A0A6YYK7,"13,195",A0A0A6YYK7,A0A0A6YYK7,A0A0A6YYK7,A0A0A6YYK7
494,A0A0B4J274,"12,682",A0A0B4J274,A0A0B4J274,A0A0B4J274,A0A0B4J274
495,A0A0B4J279,"12,289",A0A0B4J279,A0A0B4J279,A0A0B4J279,A0A0B4J279
496,A0A0B4J277,"12,145",A0A0B4J277,A0A0B4J277,A0A0B4J277,A0A0B4J277
497,A0A075B6W5,"13,545",A0A075B6W5,A0A075B6W5,A0A075B6W5,A0A075B6W5
498,A0A0B4J272,"12,919",A0A0B4J272,A0A0B4J272,A0A0B4J272,A0A0B4J272
499,Q9BXU2,"33,967",Q9BXU2,Q9BXU2,Q9BXU2,Q9BXU2
500,O14907,"13,735",O14907,O14907,O14907,O14907
501,O95881,"19,206",O95881,O95881,O95881,O95881
502,O14604,"5,013",O14604,O14604,O14604,O14604
503,P29597,"133,650",P29597,P29597,P29597,P29597
504,O43914,"12,179",O43914,O43914,O43914,O43914
505,P19971,"49,955",P19971,P19971,P19971,P19971
506,Q9H1A3,"36,536",Q9H1A3,Q9H1A3,Q9H1A3,Q9H1A3
507,Q8N468,"56,265",Q8N468,Q8N468,Q8N468,Q8N468
508,O75121,"45,380",O75121,O75121,O75121,O75121
509,Q9GZY8,"38,465",Q9GZY8,Q9GZY8,Q9GZY8,Q9GZY8
510,Q14CX5,"57,381",Q14CX5,Q14CX5,Q14CX5,Q14CX5
511,A8MTQ0,"27,003",A8MTQ0,A8MTQ0,A8MTQ0,A8MTQ0
512,P61326,"17,164",P61326,P61326,P61326,P61326
513,P08493,"12,353",P08493,P08493,P08493,P08493
514,Q6N075,"49,765",Q6N075,Q6N075,Q6N075,Q6N075
515,P61580,"8,892",P61580,P61580,P61580,P61580
516,Q99457,"57,593",Q99457,Q99457,Q99457,Q99457
517,Q99733,"42,823",Q99733,Q99733,Q99733,Q99733
518,Q8IXF0,"100,805",Q8IXF0,Q8IXF0,Q8IXF0,Q8IXF0
519,Q14207,"154,290",Q14207,Q14207,Q14207,Q14207
520,A6NJU9,"125,964",A6NJU9,A6NJU9,A6NJU9,A6NJU9
521,Q96NR2,"14,382",Q96NR2,Q96NR2,Q96NR2,Q96NR2
522,Q9H1L0,"12,410",Q9H1L0,Q9H1L0,Q9H1L0,Q9H1L0
523,Q9BY65,"11,990",Q9BY65,Q9BY65,Q9BY65,Q9BY65
524,Q9NQX5,"34,516",Q9NQX5,Q9NQX5,Q9NQX5,Q9NQX5
525,C9JG80,"126,699",C9JG80,C9JG80,C9JG80,C9JG80
526,Q9BXD5,"35,163",Q9BXD5,Q9BXD5,Q9BXD5,Q9BXD5
527,Q6UXI9,"61,907",Q6UXI9,Q6UXI9,Q6UXI9,Q6UXI9
528,Q9HAP2,"101,185",Q9HAP2,Q9HAP2,Q9HAP2,Q9HAP2
529,P09238,"54,151",P09238,P09238,P09238,P09238
530,Q96EY8,"27,388",Q96EY8,Q96EY8,Q96EY8,Q96EY8
531,Q9Y4U1,"31,728",Q9Y4U1,Q9Y4U1,Q9Y4U1,Q9Y4U1
532,Q9H3L0,"32,940",Q9H3L0,Q9H3L0,Q9H3L0,Q9H3L0
533,Q495T6,"89,367",Q495T6,Q495T6,Q495T6,Q495T6
534,Q9NRE1,"29,708",Q9NRE1,Q9NRE1,Q9NRE1,Q9NRE1
535,Q9H8L6,"104,409",Q9H8L6,Q9H8L6,Q9H8L6,Q9H8L6
536,Q9BU76,"29,412",Q9BU76,Q9BU76,Q9BU76,Q9BU76
537,Q6ZRQ5,"142,321",Q6ZRQ5,Q6ZRQ5,Q6ZRQ5,Q6ZRQ5
538,P08253,"73,882",P08253,P08253,P08253,P08253
539,Q9NWW6,"23,193",Q9NWW6,Q9NWW6,Q9NWW6,Q9NWW6
540,Q9NPI5,"26,046",Q9NPI5,Q9NPI5,Q9NPI5,Q9NPI5
541,P54845,"25,940",P54845,P54845,P54845,P54845
542,Q496H8,"17,786",Q496H8,Q496H8,Q496H8,Q496H8
543,O14786,"103,134",O14786,O14786,O14786,O14786
544,Q9Y4C0,"180,599",Q9Y4C0,Q9Y4C0,Q9Y4C0,Q9Y4C0
545,P61970,"14,478",P61970,P61970,P61970,P61970
546,P78549,"34,390",P78549,P78549,P78549,P78549
547,Q86TA1,"25,464",Q86TA1,Q86TA1,Q86TA1,Q86TA1
548,Q5VZ52,"18,731",Q5VZ52,Q5VZ52,Q5VZ52,Q5VZ52
549,O15427,"49,469",O15427,O15427,O15427,O15427
550,O95396,"49,669",O95396,O95396,O95396,O95396
551,Q8NDA8,"181,249",Q8NDA8,Q8NDA8,Q8NDA8,Q8NDA8
552,Q9UKD2,"27,560",Q9UKD2,Q9UKD2,Q9UKD2,Q9UKD2
553,O15439,"149,527",O15439,O15439,O15439,O15439
554,Q6P1R3,"61,319",Q6P1R3,Q6P1R3,Q6P1R3,Q6P1R3
555,Q8IWA4,"84,160",Q8IWA4,Q8IWA4,Q8IWA4,Q8IWA4
556,P46531,"272,505",P46531,P46531,P46531,P46531
557,Q86XN8,"64,883",Q86XN8,Q86XN8,Q86XN8,Q86XN8
558,Q6ZSS7,"88,088",Q6ZSS7,Q6ZSS7,Q6ZSS7,Q6ZSS7
559,Q04721,"265,405",Q04721,Q04721,Q04721,Q04721
560,Q8IWD5,"64,005",Q8IWD5,Q8IWD5,Q8IWD5,Q8IWD5
561,Q9H3U5,"51,209",Q9H3U5,Q9H3U5,Q9H3U5,Q9H3U5
562,Q2M2H8,"277,990",Q2M2H8,Q2M2H8,Q2M2H8,Q2M2H8
563,Q9BY79,"62,212",Q9BY79,Q9BY79,Q9BY79,Q9BY79
564,P51513,"51,727",P51513,P51513,P51513,P51513
565,Q9UNW9,"49,009",Q9UNW9,Q9UNW9,Q9UNW9,Q9UNW9
566,Q86V88,"20,109",Q86V88,Q86V88,Q86V88,Q86V88
567,Q9Y5S8,"64,871",Q9Y5S8,Q9Y5S8,Q9Y5S8,Q9Y5S8
568,P16455,"21,646",P16455,P16455,P16455,P16455
569,P61583,"8,907",P61583,P61583,P61583,P61583
570,Q3V5L5,"89,535",Q3V5L5,Q3V5L5,Q3V5L5,Q3V5L5
571,Q9NZP6,"120,954",Q9NZP6,Q9NZP6,Q9NZP6,Q9NZP6
572,Q8N4Q1,"15,996",Q8N4Q1,Q8N4Q1,Q8N4Q1,Q8N4Q1
573,A9UHW6,"25,423",A9UHW6,A9UHW6,A9UHW6,A9UHW6
574,Q96PC5,"159,836",Q96PC5,Q96PC5,Q96PC5,Q96PC5
575,Q9Y5R2,"73,231",Q9Y5R2,Q9Y5R2,Q9Y5R2,Q9Y5R2
576,Q9NPA2,"62,554",Q9NPA2,Q9NPA2,Q9NPA2,Q9NPA2
577,P50281,"65,894",P50281,P50281,P50281,P50281
578,Q10571,"136,001",Q10571,Q10571,Q10571,Q10571
579,Q9ULZ9,"66,653",Q9ULZ9,Q9ULZ9,Q9ULZ9,Q9ULZ9
580,Q99542,"57,357",Q99542,Q99542,Q99542,Q99542
581,P41218,"45,836",P41218,P41218,P41218,P41218
582,Q02252,"57,840",Q02252,Q02252,Q02252,Q02252
583,Q99748,"22,405",Q99748,Q99748,Q99748,Q99748
584,O95478,"30,065",O95478,O95478,O95478,O95478
585,Q15738,"41,900",Q15738,Q15738,Q15738,Q15738
586,Q96MF7,"27,932",Q96MF7,Q96MF7,Q96MF7,Q96MF7
587,Q9NXX6,"44,301",Q9NXX6,Q9NXX6,Q9NXX6,Q9NXX6
588,Q9UNZ2,"40,573",Q9UNZ2,Q9UNZ2,Q9UNZ2,Q9UNZ2
589,P42857,"20,913",P42857,P42857,P42857,P42857
590,Q9Y328,"19,085",Q9Y328,Q9Y328,Q9Y328,Q9Y328
591,Q9UH64,"8,851",Q9UH64,Q9UH64,Q9UH64,Q9UH64
592,Q9NXE4,"97,810",Q9NXE4,Q9NXE4,Q9NXE4,Q9NXE4
593,O60906,"47,646",O60906,O60906,O60906,O60906
594,Q3KNT7,"17,679",Q3KNT7,Q3KNT7,Q3KNT7,Q3KNT7
595,Q63ZY6,"34,347",Q63ZY6,Q63ZY6,Q63ZY6,Q63ZY6
596,Q9H0G5,"66,390",Q9H0G5,Q9H0G5,Q9H0G5,Q9H0G5
597,Q8NEH6,"60,571",Q8NEH6,Q8NEH6,Q8NEH6,Q8NEH6
598,Q9H649,"38,244",Q9H649,Q9H649,Q9H649,Q9H649
599,Q8TEA1,"51,770",Q8TEA1,Q8TEA1,Q8TEA1,Q8TEA1
600,P0DPK3,"30,097",P0DPK3,P0DPK3,P0DPK3,P0DPK3
601,Q5TFE4,"51,845",Q5TFE4,Q5TFE4,Q5TFE4,Q5TFE4
602,Q86UY8,"63,420",Q86UY8,Q86UY8,Q86UY8,Q86UY8
603,Q9GZY6,"26,550",Q9GZY6,Q9GZY6,Q9GZY6,Q9GZY6
604,Q96HA8,"23,680",Q96HA8,Q96HA8,Q96HA8,Q96HA8
605,Q96EP9,"46,504",Q96EP9,Q96EP9,Q96EP9,Q96EP9
606,Q5PT55,"48,871",Q5PT55,Q5PT55,Q5PT55,Q5PT55
607,Q0GE19,"37,432",Q0GE19,Q0GE19,Q0GE19,Q0GE19
608,Q15014,"32,308",Q15014,Q15014,Q15014,Q15014
609,Q86YR7,"126,993",Q86YR7,Q86YR7,Q86YR7,Q86YR7
610,Q08431,"43,105",Q08431,Q08431,Q08431,Q08431
611,A1L020,"54,173",A1L020,A1L020,A1L020,A1L020
612,O95140,"86,402",O95140,O95140,O95140,O95140
613,O43934,"49,202",O43934,O43934,O43934,O43934
614,Q99466,"209,622",Q99466,Q99466,Q99466,Q99466
615,Q96ES6,"42,696",Q96ES6,Q96ES6,Q96ES6,Q96ES6
616,Q09327,"61,313",Q09327,Q09327,Q09327,Q09327
617,Q9NYZ2,"37,323",Q9NYZ2,Q9NYZ2,Q9NYZ2,Q9NYZ2
618,Q96A46,"39,272",Q96A46,Q96A46,Q96A46,Q96A46
619,O60291,"60,753",O60291,O60291,O60291,O60291
620,Q96A72,"17,276",Q96A72,Q96A72,Q96A72,Q96A72
621,Q96PH1,"86,439",Q96PH1,Q96PH1,Q96PH1,Q96PH1
622,Q96NT1,"19,593",Q96NT1,Q96NT1,Q96NT1,Q96NT1
623,Q99735,"16,621",Q99735,Q99735,Q99735,Q99735
624,O14880,"16,516",O14880,O14880,O14880,O14880
625,Q6P499,"44,742",Q6P499,Q6P499,Q6P499,Q6P499
626,Q99742,"62,702",Q99742,Q99742,Q99742,Q99742
627,Q99743,"91,791",Q99743,Q99743,Q99743,Q99743
628,A6NG13,"43,743",A6NG13,A6NG13,A6NG13,A6NG13
629,Q8NG41,"13,097",Q8NG41,Q8NG41,Q8NG41,Q8NG41
630,O15118,"142,167",O15118,O15118,O15118,O15118
631,P61916,"16,570",P61916,P61916,P61916,P61916
632,Q9UHC9,"148,728",Q9UHC9,Q9UHC9,Q9UHC9,Q9UHC9
633,Q9Y5X5,"60,270",Q9Y5X5,Q9Y5X5,Q9Y5X5,Q9Y5X5
634,O15259,"83,299",O15259,O15259,O15259,O15259
635,Q9UND3,"40,133",Q9UND3,Q9UND3,Q9UND3,Q9UND3
636,F8WFD2,"40,061",F8WFD2,F8WFD2,F8WFD2,F8WFD2
637,E9PKD4,"40,105",E9PKD4,E9PKD4,E9PKD4,E9PKD4
638,E9PJI5,"42,230",E9PJI5,E9PJI5,E9PJI5,E9PJI5
639,P0DM63,"42,230",P0DM63,P0DM63,P0DM63,P0DM63
640,Q92617,"116,847",Q92617,Q92617,Q92617,Q92617
641,A8MRT5,"126,459",A8MRT5,A8MRT5,A8MRT5,A8MRT5
642,E9PJ23,"49,162",E9PJ23,E9PJ23,E9PJ23,E9PJ23
643,O75200,"47,714",O75200,O75200,O75200,O75200
644,E9PQR5,"49,617",E9PQR5,E9PQR5,E9PQR5,E9PQR5
645,F8W1W9,"49,181",F8W1W9,F8W1W9,F8W1W9,F8W1W9
646,A6NJ64,"45,575",A6NJ64,A6NJ64,A6NJ64,A6NJ64
647,O75607,"19,344",O75607,O75607,O75607,O75607
648,Q6W5P4,"42,687",Q6W5P4,Q6W5P4,Q6W5P4,Q6W5P4
649,O95436,"75,759",O95436,O95436,O95436,O95436
650,O00624,"47,277",O00624,O00624,O00624,O00624
651,O00476,"46,106",O00476,O00476,O00476,O00476
652,P47972,"47,042",P47972,P47972,P47972,P47972
653,Q9HCQ7,"22,309",Q9HCQ7,Q9HCQ7,Q9HCQ7,Q9HCQ7
654,Q8N729,"18,048",Q8N729,Q8N729,Q8N729,Q8N729
655,P49146,"42,731",P49146,P49146,P49146,P49146
656,P0DQD5,"42,195",P0DQD5,P0DQD5,P0DQD5,P0DQD5
657,P50391,"42,195",P50391,P50391,P50391,P50391
658,Q9BUR5,"22,285",Q9BUR5,Q9BUR5,Q9BUR5,Q9BUR5
659,Q96AX9,"109,939",Q96AX9,Q96AX9,Q96AX9,Q96AX9
660,O94851,"126,689",O94851,O94851,O94851,O94851
661,Q504T8,"49,213",Q504T8,Q504T8,Q504T8,Q504T8
662,Q7RTP6,"224,295",Q7RTP6,Q7RTP6,Q7RTP6,Q7RTP6
663,Q8N108,"57,983",Q8N108,Q8N108,Q8N108,Q8N108
664,Q8NAN2,"71,006",Q8NAN2,Q8NAN2,Q8NAN2,Q8NAN2
665,Q5JXC2,"42,824",Q5JXC2,Q5JXC2,Q5JXC2,Q5JXC2
666,P51843,"51,718",P51843,P51843,P51843,P51843
667,Q15466,"28,058",Q15466,Q15466,Q15466,Q15466
668,P20393,"66,805",P20393,P20393,P20393,P20393
669,Q14995,"64,625",Q14995,Q14995,Q14995,Q14995
670,P55055,"50,974",P55055,P55055,P55055,P55055
671,Q13133,"50,396",Q13133,Q13133,Q13133,Q13133
672,Q96RI1,"55,914",Q96RI1,Q96RI1,Q96RI1,Q96RI1
673,Q15406,"54,383",Q15406,Q15406,Q15406,Q15406
674,Q8N912,"18,051",Q8N912,Q8N912,Q8N912,Q8N912
675,P49279,"59,872",P49279,P49279,P49279,P49279
676,Q96T58,"402,248",Q96T58,Q96T58,Q96T58,Q96T58
677,Q8N5J2,"51,778",Q8N5J2,Q8N5J2,Q8N5J2,Q8N5J2
678,Q9H8M7,"49,725",Q9H8M7,Q9H8M7,Q9H8M7,Q9H8M7
679,Q4G0A6,"84,372",Q4G0A6,Q4G0A6,Q4G0A6,Q4G0A6
680,Q99797,"80,641",Q99797,Q99797,Q99797,Q99797
681,Q8TD10,"51,537",Q8TD10,Q8TD10,Q8TD10,Q8TD10
682,Q75NE6,"8,163",Q75NE6,Q75NE6,Q75NE6,Q75NE6
683,Q8IXI1,"68,118",Q8IXI1,Q8IXI1,Q8IXI1,Q8IXI1
684,P50135,"33,295",P50135,P50135,P50135,P50135
685,Q8WW32,"22,490",Q8WW32,Q8WW32,Q8WW32,Q8WW32
686,O43390,"70,943",O43390,O43390,O43390,O43390
687,Q9BUJ2,"95,739",Q9BUJ2,Q9BUJ2,Q9BUJ2,Q9BUJ2
688,Q86UW8,"42,801",Q86UW8,Q86UW8,Q86UW8,Q86UW8
689,O00198,"9,884",O00198,O00198,O00198,O00198
690,Q9Y663,"44,900",Q9Y663,Q9Y663,Q9Y663,Q9Y663
691,A0A1B0GWH4,"37,128",A0A1B0GWH4,A0A1B0GWH4,A0A1B0GWH4,A0A1B0GWH4
692,A0A1B0GTS1,"37,155",A0A1B0GTS1,A0A1B0GTS1,A0A1B0GTS1,A0A1B0GTS1
693,Q3SXM5,"37,002",Q3SXM5,Q3SXM5,Q3SXM5,Q3SXM5
694,Q58FG1,"47,712",Q58FG1,Q58FG1,Q58FG1,Q58FG1
695,Q8NHY5,"30,982",Q8NHY5,Q8NHY5,Q8NHY5,Q8NHY5
